Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Component_Failure
1.0503932725381184,0.8124019920774473,1.3395470781795844,-0.2039125990229696,-1.6009341010110247,0.5135470381232821,0
-0.9097266056584135,-0.13796771140644498,-0.17132837933902245,0.410585911713466,-0.3449539353097854,1.7184546588139504,0
0.23167831924632964,-1.0413215511910887,-1.094553379490736,-0.1765925657161356,-0.6592761048831234,-0.1486588571145381,0
-1.2008361764543576,-0.3223340181658571,-1.288859026875992,-1.7395827029706337,0.2409472639507449,0.17810093968852073,0
-1.4746571167524598,-0.5598102617172739,0.06586634133837616,0.24601735584883014,1.0649988273928204,-0.24595200399730155,0
-0.31334322380487445,-0.6346293368307337,-1.8089520976786688,-1.8140597411364212,-2.2772284321542,0.5248851265544868,0
0.0688548063365104,0.5044141614475924,0.5152282637117898,0.3421621638904554,0.1529191490713328,1.3475918684871497,0
-0.715614872440427,1.0863663051217662,-0.007894394950174442,0.9122451308800373,-0.153568679282066,0.26857886753146276,0
-0.1410381236980582,0.49434680893806376,-0.014287444405788463,0.5695748142199798,-1.2881184220079458,-0.3936775120734005,0
-1.5542052312656125,-0.7525246843662966,0.1274262936867715,-0.25309275083192057,-1.1299713415345836,0.9523264644841174,0
-0.47960765538151673,0.06687444150826286,-0.43339605805466935,0.6190970087125665,-0.011853836246678805,0.6492947136781472,0
-0.6591798445003898,-0.2099162229264402,0.23672980368409877,0.24048422519851048,-0.6459906210363381,1.2231801696505524,0
-0.3853573113359184,0.6983385172965374,0.11883276049811167,-1.4213706212153165,-1.7342040195554007,0.08183883336811516,0
-1.0098718375300126,-0.5254891191626375,2.6303100175303475,-1.474831351437138,0.13232701014980672,1.1047404081155863,0
-1.514515140874898,-1.6592824461665807,-0.7389774351715267,0.06505340425312543,0.7761300421176746,0.6594867059825096,0
-0.03480851772699545,-0.03920800673921898,1.1592057841017334,-0.08870541161827503,-1.0817927123913786,-0.8396138221342555,0
-0.685566664795096,0.32747564401290913,-0.011705627471841739,0.07261695105524184,0.14514445482227267,-0.8526370312566047,0
-0.04307244386838439,-0.6906103383620819,-0.22433037928423757,0.060867538283121955,-0.3671341726365033,0.23648741523856773,0
